( 0 0 ) 4.09601e+07
( 4 0 ) -64
( 8 0 ) 16
( 1 1 ) 96
( 5 1 ) -64
( 9 1 ) 16
( 2 2 ) 4.09639e+07
( 6 2 ) -2.04819e+07
( 10 2 ) 16
( 3 3 ) 4.09601e+07
( 7 3 ) -2.04801e+07
( 11 3 ) 16
( 0 4 ) -64
( 4 4 ) 96
( 8 4 ) -64
( 12 4 ) 16
( 1 5 ) -64
( 5 5 ) 96
( 9 5 ) -64
( 13 5 ) 16
( 2 6 ) -2.04819e+07
( 6 6 ) 4.09638e+07
( 10 6 ) -2.04819e+07
( 14 6 ) 16
( 3 7 ) -2.04801e+07
( 7 7 ) 4.09601e+07
( 11 7 ) -2.04801e+07
( 15 7 ) 16
( 0 8 ) 16
( 4 8 ) -64
( 8 8 ) 96
( 12 8 ) -64
( 16 8 ) 16
( 1 9 ) 16
( 5 9 ) -64
( 9 9 ) 96
( 13 9 ) -64
( 17 9 ) 16
( 2 10 ) 16
( 6 10 ) -2.04819e+07
( 10 10 ) 4.09638e+07
( 14 10 ) -2.04819e+07
( 18 10 ) 16
( 3 11 ) 16
( 7 11 ) -2.04801e+07
( 11 11 ) 4.09601e+07
( 15 11 ) -2.04801e+07
( 19 11 ) 16
( 4 12 ) 16
( 8 12 ) -64
( 12 12 ) 96
( 16 12 ) -64
( 20 12 ) 16
( 5 13 ) 16
( 9 13 ) -64
( 13 13 ) 96
( 17 13 ) -64
( 21 13 ) 16
( 6 14 ) 16
( 10 14 ) -2.04819e+07
( 14 14 ) 4.09638e+07
( 18 14 ) -2.04819e+07
( 22 14 ) 16
( 7 15 ) 16
( 11 15 ) -2.04801e+07
( 15 15 ) 4.09601e+07
( 19 15 ) -2.04801e+07
( 23 15 ) 16
( 8 16 ) 16
( 12 16 ) -64
( 16 16 ) 96
( 20 16 ) -64
( 24 16 ) 16
( 9 17 ) 16
( 13 17 ) -64
( 17 17 ) 96
( 21 17 ) -64
( 25 17 ) 16
( 10 18 ) 16
( 14 18 ) -2.04819e+07
( 18 18 ) 4.09638e+07
( 22 18 ) -2.04819e+07
( 26 18 ) 16
( 11 19 ) 16
( 15 19 ) -2.04801e+07
( 19 19 ) 4.09601e+07
( 23 19 ) -2.04801e+07
( 27 19 ) 16
( 12 20 ) 16
( 16 20 ) -64
( 20 20 ) 96
( 24 20 ) -64
( 28 20 ) 16
( 13 21 ) 16
( 17 21 ) -64
( 21 21 ) 96
( 25 21 ) -64
( 29 21 ) 16
( 14 22 ) 16
( 18 22 ) -2.04819e+07
( 22 22 ) 4.09638e+07
( 26 22 ) -2.04819e+07
( 30 22 ) 16
( 15 23 ) 16
( 19 23 ) -2.04801e+07
( 23 23 ) 4.09601e+07
( 27 23 ) -2.04801e+07
( 31 23 ) 16
( 16 24 ) 16
( 20 24 ) -64
( 24 24 ) 96
( 28 24 ) -64
( 32 24 ) 16
( 17 25 ) 16
( 21 25 ) -64
( 25 25 ) 96
( 29 25 ) -64
( 33 25 ) 16
( 18 26 ) 16
( 22 26 ) -2.04819e+07
( 26 26 ) 4.09638e+07
( 30 26 ) -2.04819e+07
( 34 26 ) 16
( 19 27 ) 16
( 23 27 ) -2.04801e+07
( 27 27 ) 4.09601e+07
( 31 27 ) -2.04801e+07
( 35 27 ) 16
( 20 28 ) 16
( 24 28 ) -64
( 28 28 ) 96
( 32 28 ) -64
( 36 28 ) 16
( 21 29 ) 16
( 25 29 ) -64
( 29 29 ) 96
( 33 29 ) -64
( 37 29 ) 16
( 22 30 ) 16
( 26 30 ) -2.04819e+07
( 30 30 ) 4.09638e+07
( 34 30 ) -2.04819e+07
( 38 30 ) 16
( 23 31 ) 16
( 27 31 ) -2.04801e+07
( 31 31 ) 4.09601e+07
( 35 31 ) -2.04801e+07
( 39 31 ) 16
( 24 32 ) 16
( 28 32 ) -64
( 32 32 ) 96
( 36 32 ) -64
( 40 32 ) 16
( 25 33 ) 16
( 29 33 ) -64
( 33 33 ) 96
( 37 33 ) -64
( 41 33 ) 16
( 26 34 ) 16
( 30 34 ) -2.04819e+07
( 34 34 ) 4.09638e+07
( 38 34 ) -2.04819e+07
( 42 34 ) 16
( 27 35 ) 16
( 31 35 ) -2.04801e+07
( 35 35 ) 4.09601e+07
( 39 35 ) -2.04801e+07
( 43 35 ) 16
( 28 36 ) 16
( 32 36 ) -64
( 36 36 ) 96
( 40 36 ) -64
( 44 36 ) 16
( 29 37 ) 16
( 33 37 ) -64
( 37 37 ) 96
( 41 37 ) -64
( 45 37 ) 16
( 30 38 ) 16
( 34 38 ) -2.04819e+07
( 38 38 ) 4.09638e+07
( 42 38 ) -2.04819e+07
( 46 38 ) 16
( 31 39 ) 16
( 35 39 ) -2.04801e+07
( 39 39 ) 4.09601e+07
( 43 39 ) -2.04801e+07
( 47 39 ) 16
( 32 40 ) 16
( 36 40 ) -64
( 40 40 ) 96
( 44 40 ) -64
( 48 40 ) 16
( 33 41 ) 16
( 37 41 ) -64
( 41 41 ) 96
( 45 41 ) -64
( 49 41 ) 16
( 34 42 ) 16
( 38 42 ) -2.04819e+07
( 42 42 ) 4.09638e+07
( 46 42 ) -2.04819e+07
( 50 42 ) 16
( 35 43 ) 16
( 39 43 ) -2.04801e+07
( 43 43 ) 4.09601e+07
( 47 43 ) -2.04801e+07
( 51 43 ) 16
( 36 44 ) 16
( 40 44 ) -64
( 44 44 ) 96
( 48 44 ) -64
( 52 44 ) 16
( 37 45 ) 16
( 41 45 ) -64
( 45 45 ) 96
( 49 45 ) -64
( 53 45 ) 16
( 38 46 ) 16
( 42 46 ) -2.04819e+07
( 46 46 ) 4.09638e+07
( 50 46 ) -2.04819e+07
( 54 46 ) 16
( 39 47 ) 16
( 43 47 ) -2.04801e+07
( 47 47 ) 4.09601e+07
( 51 47 ) -2.04801e+07
( 55 47 ) 16
( 40 48 ) 16
( 44 48 ) -64
( 48 48 ) 96
( 52 48 ) -64
( 56 48 ) 16
( 41 49 ) 16
( 45 49 ) -64
( 49 49 ) 96
( 53 49 ) -64
( 57 49 ) 16
( 42 50 ) 16
( 46 50 ) -2.04819e+07
( 50 50 ) 4.09638e+07
( 54 50 ) -2.04819e+07
( 58 50 ) 16
( 43 51 ) 16
( 47 51 ) -2.04801e+07
( 51 51 ) 4.09601e+07
( 55 51 ) -2.04801e+07
( 59 51 ) 16
( 44 52 ) 16
( 48 52 ) -64
( 52 52 ) 96
( 56 52 ) -64
( 60 52 ) 16
( 45 53 ) 16
( 49 53 ) -64
( 53 53 ) 96
( 57 53 ) -64
( 61 53 ) 16
( 46 54 ) 16
( 50 54 ) -2.04819e+07
( 54 54 ) 4.09638e+07
( 58 54 ) -2.04819e+07
( 62 54 ) 16
( 47 55 ) 16
( 51 55 ) -2.04801e+07
( 55 55 ) 4.09601e+07
( 59 55 ) -2.04801e+07
( 63 55 ) 16
( 48 56 ) 16
( 52 56 ) -64
( 56 56 ) 96
( 60 56 ) -64
( 64 56 ) 16
( 49 57 ) 16
( 53 57 ) -64
( 57 57 ) 96
( 61 57 ) -64
( 65 57 ) 16
( 50 58 ) 16
( 54 58 ) -2.04819e+07
( 58 58 ) 4.09638e+07
( 62 58 ) -2.04819e+07
( 66 58 ) 16
( 51 59 ) 16
( 55 59 ) -2.04801e+07
( 59 59 ) 4.09601e+07
( 63 59 ) -2.04801e+07
( 67 59 ) 16
( 52 60 ) 16
( 56 60 ) -64
( 60 60 ) 96
( 64 60 ) -64
( 68 60 ) 16
( 53 61 ) 16
( 57 61 ) -64
( 61 61 ) 96
( 65 61 ) -64
( 69 61 ) 16
( 54 62 ) 16
( 58 62 ) -2.04819e+07
( 62 62 ) 4.09638e+07
( 66 62 ) -2.04819e+07
